reference_number,reading_date,vendor,outdoor_temp_c,flow_temp_c,return_temp_c,dhw_actual_c,electrical_energy_kwh,thermal_energy_kwh,compressor_starts,defrost_cycles,error_code_raw,status_raw
TH-02085,2026-06-02,A,20.1,30.5,24.2,50.5,0.81,3.5,6,0,,OK
TH-02086,2026-06-02,A,20.1,33.1,27.7,48.5,1.63,5.7,10,0,,OK
TH-02087,2026-06-02,A,20.1,31.4,24.3,49.4,1.4,5.4,5,0,,ok
TH-02091,2026-06-02,A,20.1,32.5,26.8,49.6,1.25,5.2,8,0,,OK
TH-02093,2026-06-02,A,20.1,32.3,27.0,50.6,1.37,6.0,11,0,,OK
TH-02095,2026-06-02,A,20.1,32.3,25.0,50.6,1.77,6.2,8,0,,OK
TH-02097,2026-06-02,A,20.1,31.1,26.1,48.4,1.27,5.3,15,0,,OK
TH-02098,2026-06-02,A,20.1,32.9,25.7,52.0,0.97,4.1,6,0,,OK
TH-02099,2026-06-02,A,20.1,33.3,27.9,50.1,1.84,6.3,10,0,,OK
TH-02101,2026-06-02,A,20.1,32.4,25.3,48.7,1.9,6.8,8,0,,ok
TH-02109,2026-06-02,A,20.1,32.0,25.2,52.1,1.44,5.6,5,0,,ok
TH-02113,2026-06-02,A,20.1,31.9,24.9,51.7,1.13,4.5,10,0,,ok
TH-02118,2026-06-02,A,20.1,33.2,26.7,52.1,1.06,4.0,11,0,,OK
TH-02122,2026-06-02,A,20.1,32.2,26.6,47.1,1.03,3.3,3,0,,OK
TH-02126,2026-06-02,A,20.1,32.0,24.9,51.2,1.02,3.8,9,0,,OK
TH-02127,2026-06-02,A,20.1,31.4,26.6,51.4,1.04,3.5,10,0,,OK
TH-02130,2026-06-02,A,20.1,31.7,24.5,0,1.3,5.6,11,0,,ok
TH-02132,2026-06-02,A,20.1,33.3,27.9,49.2,0.82,3.6,8,0,,OK
TH-02133,2026-06-02,A,20.1,30.6,25.7,52.6,0.88,3.8,10,0,,OK
TH-02135,2026-06-02,A,20.1,33.0,27.5,46.1,1.16,5.0,5,0,,OK
TH-02136,2026-06-02,A,20.1,33.5,27.3,52.2,1.82,6.8,6,0,,OK
TH-02137,2026-06-02,A,20.1,32.2,25.7,51.5,1.56,5.8,16,0,,ok
TH-02138,2026-06-02,A,20.1,30.9,25.2,50.3,1.54,6.1,10,0,,OK
TH-02139,2026-06-02,A,20.1,33.0,26.3,49.2,0.97,3.4,6,0,,ok
TH-02141,2026-06-02,B,20.1,,,,17120.1,,10,0,,0
TH-02143,2026-06-02,B,20.1,,,,17874.2,,8,0,,0
TH-02145,2026-06-02,B,20.1,,,,4765.9,,6,0,,0
TH-02146,2026-06-02,B,20.1,33.3,28.2,,24457.4,,12,0,6021,0
TH-02149,2026-06-02,B,20.1,,,,8028.7,,4,0,6021,0
TH-02152,2026-06-02,B,20.1,,,,22471.5,,9,0,,0
TH-02153,2026-06-02,B,20.1,,,,18978.4,,12,0,6021,0
TH-02155,2026-06-02,B,20.1,,,,4439.9,,7,0,6021,0
TH-02158,2026-06-02,B,20.1,,,,7021.7,,10,0,,0
TH-02159,2026-06-02,B,20.1,,,,12026.3,,10,0,,0
TH-02161,2026-06-02,B,20.1,,,,8241.5,,7,0,,0
TH-02162,2026-06-02,B,20.1,,,,14599.8,,8,0,6021,0
TH-02165,2026-06-02,B,20.1,,,,15062.5,,10,0,6021,0
TH-02166,2026-06-02,B,20.1,,,,17490.9,,15,0,,0
TH-02170,2026-06-02,B,20.1,,,,11402.2,,11,0,,0
TH-02171,2026-06-02,B,20.1,,,,14023.6,,8,0,6021,0
TH-02173,2026-06-02,B,20.1,,,,6906.0,,6,0,,0
TH-02176,2026-06-02,B,20.1,,,,5368.4,,8,0,6021,0
TH-02177,2026-06-02,B,20.1,,,,12898.8,,8,0,6021,0
TH-02178,2026-06-02,B,20.1,,,,19449.3,,9,0,,0
TH-02180,2026-06-02,B,20.1,,,,11559.6,,6,0,,0
TH-02181,2026-06-02,B,20.1,,,,18699.0,,7,0,6021,0
TH-02182,2026-06-02,B,20.1,,,,20904.3,,9,0,,0
TH-02184,2026-06-02,B,20.1,,,,20240.4,,5,0,6021,0
TH-02185,2026-06-02,B,20.1,,,,25176.3,,12,0,,0
TH-02187,2026-06-02,B,20.1,,,,13565.0,,8,0,6021,0
TH-02188,2026-06-02,B,20.1,,,,24436.5,,7,0,,0
TH-02189,2026-06-02,B,20.1,,,,19310.7,,10,0,6021,0
TH-02192,2026-06-02,B,20.1,,,,23328.4,,9,0,,0
TH-02195,2026-06-02,B,20.1,,,,14784.9,,6,0,,0
TH-02196,2026-06-02,B,20.1,,,,25169.9,,14,0,7702,2
TH-02202,2026-06-02,B,20.1,,,,13771.8,,9,0,,0
TH-02204,2026-06-02,B,20.1,,,,5130.8,,7,0,,0
TH-02206,2026-06-02,B,20.1,,,,17347.2,,5,0,,0
TH-02207,2026-06-02,B,20.1,,,,13628.1,,5,0,,0
TH-02213,2026-06-02,B,20.1,,,,9274.3,,5,0,6021,0
TH-02214,2026-06-02,B,20.1,,,,9078.7,,7,0,6021,0
TH-02215,2026-06-02,B,20.1,,,,18201.9,,8,0,,0
TH-02216,2026-06-02,B,20.1,,,,17114.5,,7,0,1188,2
TH-02223,2026-06-02,B,20.1,,,,22184.8,,13,0,6021,0
TH-02228,2026-06-02,B,20.1,,,,23890.5,,8,0,,0
TH-02230,2026-06-02,B,20.1,,,,25573.6,,11,0,6021,0
TH-02231,2026-06-02,B,20.1,,,,7528.3,,13,0,6021,0
TH-02234,2026-06-02,B,20.1,,,,13238.2,,5,0,6021,0
TH-02236,2026-06-02,B,20.1,,,,4186.6,,6,0,,0
TH-02238,2026-06-02,B,20.1,,,,7723.7,,3,0,,0
TH-02239,2026-06-02,B,20.1,,,,17158.3,,11,0,,0
TH-02240,2026-06-02,B,20.1,,,,8000.6,,7,0,,0
TH-02242,2026-06-02,B,20.1,,,,14291.2,,9,0,,0
TH-02243,2026-06-02,B,20.1,,,,11631.7,,6,0,,0
TH-02245,2026-06-02,B,20.1,,,,14876.7,,5,0,,0
TH-02246,2026-06-02,B,20.1,,,,15904.9,,7,0,,0
TH-02247,2026-06-02,B,20.1,,,,5427.9,,5,0,,0
TH-02248,2026-06-02,B,20.1,,,,23232.8,,6,0,7702,2
TH-02249,2026-06-02,B,20.1,,,,6843.1,,10,0,,0
TH-02250,2026-06-02,B,20.1,,,,11132.7,,17,0,,0
TH-02255,2026-06-02,B,20.1,,,,12877.2,,2,0,,0
TH-02258,2026-06-02,B,20.1,,,,10304.3,,11,0,,0
TH-02259,2026-06-02,B,20.1,,,,12236.2,,5,0,,0
TH-02262,2026-06-02,B,20.1,,,,9127.6,,5,0,6021,0
TH-02265,2026-06-02,B,20.1,,,,22536.2,,6,0,,0
TH-02266,2026-06-02,B,20.1,,,,16059.1,,5,0,,0
TH-02267,2026-06-02,B,20.1,,,,11486.7,,7,0,6021,0
TH-02269,2026-06-02,B,20.1,,,,12345.5,,12,0,,0
TH-02271,2026-06-02,B,20.1,,,,4892.9,,8,0,,0
TH-02272,2026-06-02,B,20.1,,,,24798.6,,7,0,,0
TH-02273,2026-06-02,B,20.1,,,,19755.9,,7,0,,0
TH-02275,2026-06-02,B,20.1,,,,12291.6,,5,0,,0
TH-02277,2026-06-02,B,20.1,,,,17828.5,,11,0,,0
TH-02278,2026-06-02,B,20.1,,,,14769.5,,14,0,,0
TH-02279,2026-06-02,B,20.1,,,,21036.5,,4,0,,0
TH-02280,2026-06-02,B,20.1,,,,17664.8,,11,0,6021,0
TH-02281,2026-06-02,B,20.1,,,,4207.8,,13,0,6021,0
TH-02283,2026-06-02,B,20.1,,,,21296.5,,9,0,,0
TH-02285,2026-06-02,B,20.1,,,,12771.3,,12,0,6021,0
TH-02286,2026-06-02,B,20.1,,,,7519.4,,6,0,6021,0
TH-02287,2026-06-02,B,20.1,32.3,25.3,,17971.7,,9,0,,0
TH-02288,2026-06-02,B,20.1,,,,5383.8,,10,0,1188,2
TH-02290,2026-06-02,B,20.1,,,,7263.2,,9,0,,0
TH-02292,2026-06-02,C,20.1,,,,1.3,,,0,,
TH-02294,2026-06-02,C,20.1,,,,1.19,,,0,,
TH-02296,2026-06-02,C,20.1,,,,0.95,,,0,,warn
TH-02298,2026-06-02,C,20.1,,,,1.95,,,0,,
TH-02302,2026-06-02,C,20.1,,,,1.45,,,0,,
TH-02303,2026-06-02,C,20.1,,,,1.04,,,0,,warn
TH-02304,2026-06-02,C,20.1,,,,1.48,,,0,,
TH-02307,2026-06-02,C,20.1,,,,1.32,,,0,,warn
TH-02308,2026-06-02,C,20.1,,,,2.25,,,0,,warn
TH-02311,2026-06-02,C,20.1,,,,2.04,,,0,,warn
TH-02312,2026-06-02,C,20.1,,,,1.63,,,0,,warn
TH-02313,2026-06-02,C,20.1,,,,1.58,,,0,,warn
TH-02316,2026-06-02,C,20.1,,,,0.79,,,0,,warn
TH-02317,2026-06-02,C,20.1,,,,1.94,,,0,,warn
TH-02319,2026-06-02,C,20.1,,,,1.13,,,0,ALM_SM_LINK,warn
TH-02322,2026-06-02,C,20.1,,,,1.53,,,0,,OK
TH-02323,2026-06-02,C,20.1,,,,1.36,,,0,,
TH-02324,2026-06-02,C,20.1,,,,1.33,,,0,,
TH-02331,2026-06-02,C,20.1,,,,0.86,,,0,,
TH-02334,2026-06-02,C,20.1,,,,1.37,,,0,ALM_HP_HP_SWITCH,OK
TH-02335,2026-06-02,C,20.1,,,,0.82,,,0,,OK
TH-02336,2026-06-02,C,20.1,,,,1.06,,,0,,
TH-02338,2026-06-02,C,20.1,,,,2.04,,,0,,warn
TH-02339,2026-06-02,C,20.1,,,,1.96,,,0,ALM_HP_HP_SWITCH,OK
TH-02340,2026-06-02,C,20.1,,,,1.65,,,0,,warn
TH-02342,2026-06-02,C,20.1,,,,1.68,,,0,,OK
TH-02343,2026-06-02,C,20.1,,,,2.11,,,0,,warn
TH-02344,2026-06-02,C,20.1,,,,1.7,,,0,,warn
TH-02345,2026-06-02,C,20.1,,,,2.16,,,0,,OK
TH-02346,2026-06-02,C,20.1,,,,1.3,,,0,,
TH-02348,2026-06-02,C,20.1,,,,0.84,,,0,,
TH-02351,2026-06-02,C,20.1,,,,1.52,,,0,,OK
TH-02354,2026-06-02,C,20.1,,,,1.2,,,0,,OK
TH-02355,2026-06-02,C,20.1,,,,1.9,,,0,,OK
TH-02357,2026-06-02,C,20.1,,,,1.32,,,0,,OK
TH-02358,2026-06-02,C,20.1,,,,1.01,,,0,,OK
TH-02360,2026-06-02,C,20.1,,,,1.53,,,0,,
TH-02363,2026-06-02,C,20.1,,,,1.61,,,0,,OK
TH-02365,2026-06-02,C,20.1,,,,1.1,,,0,,
TH-02367,2026-06-02,C,20.1,,,,1.55,,,0,ALM_HP_HP_SWITCH,OK
TH-02371,2026-06-02,C,20.1,,,,0.87,,,0,,warn
TH-02375,2026-06-02,C,20.1,,,,1.13,,,0,,OK
TH-02377,2026-06-02,C,20.1,,,,1.91,,,0,,OK
TH-02379,2026-06-02,C,20.1,,,,1.58,,,0,,warn
TH-02383,2026-06-02,C,20.1,,,,1.34,,,0,,OK
TH-02385,2026-06-02,C,20.1,,,,0.82,,,0,,warn
TH-02387,2026-06-02,C,20.1,,,,1.12,,,0,,
TH-02388,2026-06-02,C,20.1,,,,1.1,,,0,ALM_SM_LINK,OK
TH-02389,2026-06-02,C,20.1,,,,1.28,,,0,,
TH-02395,2026-06-02,C,20.1,,,,1.32,,,0,,OK
TH-02396,2026-06-02,C,20.1,,,,2.02,,,0,,warn
TH-02397,2026-06-02,C,20.1,,,,1.32,,,0,,warn
TH-02398,2026-06-02,C,20.1,,,,1.23,,,0,,warn
TH-02399,2026-06-02,C,20.1,,,,1.82,,,0,,warn
th-02002,2026-06-02,A,20.1,32.9,27.3,46.3,0.83,3.3,2,0,,ok
th-02005,2026-06-02,A,20.1,31.1,25.1,51.9,2.32,7.2,6,0,,ok
th-02007,2026-06-02,A,20.1,30.5,23.9,46.4,1.72,6.4,8,0,,OK
th-02009,2026-06-02,A,20.1,32.4,25.3,47.1,1.83,7.1,9,0,,ok
th-02035,2026-06-02,A,20.1,32.7,27.0,48.7,1.15,4.4,14,0,,ok
th-02040,2026-06-02,A,20.1,31.2,25.0,46.2,1.31,4.6,8,0,,ok
th-02046,2026-06-02,A,20.1,33.4,27.7,49.6,1.08,4.5,12,0,,ok
th-02061,2026-06-02,A,20.1,31.9,25.2,52.2,1.01,4.0,13,0,,OK
th-02090,2026-06-02,A,20.1,33.3,28.6,52.2,1.18,4.3,7,0,,ok
th-02111,2026-06-02,A,20.1,33.0,28.0,46.6,1.9,7.2,7,0,,ok
th-02114,2026-06-02,A,20.1,33.4,27.1,52.3,1.48,6.2,10,0,,OK
th-02120,2026-06-02,A,20.1,30.9,26.0,46.2,1.67,6.0,8,0,,OK
th-02124,2026-06-02,A,20.1,32.4,27.9,48.6,1.73,6.2,9,0,,OK
th-02125,2026-06-02,A,20.1,31.4,26.6,48.8,1.23,4.5,9,0,,OK
th-02134,2026-06-02,A,20.1,32.1,25.1,47.7,1.75,6.9,9,0,,OK
th-02140,2026-06-02,A,20.1,32.6,26.5,49.9,0.89,3.2,14,0,,ok
th-02144,2026-06-02,B,20.1,,,,12894.5,,6,0,6021,0
th-02148,2026-06-02,B,20.1,,,,12858.3,,6,0,3104,2
th-02160,2026-06-02,B,20.1,,,,14890.9,,11,0,6021,0
th-02168,2026-06-02,B,20.1,,,,13598.4,,12,0,6021,0
th-02169,2026-06-02,B,20.1,,,,18418.5,,10,0,,0
th-02175,2026-06-02,B,20.1,,,,12006.4,,7,0,6021,0
th-02224,2026-06-02,B,20.1,,,,8707.3,,9,0,,0
th-02235,2026-06-02,B,20.1,,,,22629.7,,2,0,6021,0
th-02244,2026-06-02,B,20.1,31.2,25.5,,16821.1,,6,0,,0
th-02309,2026-06-02,C,20.1,,,46.9,1.67,,,0,,warn
th-02314,2026-06-02,C,20.1,,,,1.41,,,0,,warn
th-02337,2026-06-02,C,20.1,,,,1.58,,,0,,
th-02341,2026-06-02,C,20.1,,,,1.05,,,0,,warn
th-02347,2026-06-02,C,20.1,,,,1.67,,,0,,
th-02359,2026-06-02,C,20.1,,,,1.13,,,0,,OK
th-02361,2026-06-02,C,20.1,,,,0.87,,,0,,OK
th-02381,2026-06-02,C,20.1,,,,2.04,,,0,,OK
th-02393,2026-06-02,C,20.1,,,,1.64,,,0,,OK
 TH-02033,2026-06-03,A,17.6,31.6,24.2,49.8,1.86,6.2,8,0,,OK
 TH-02047,2026-06-03,A,17.6,31.8,26.0,0,1.32,5.6,18,0,,ok
 TH-02048,2026-06-03,A,17.6,31.9,24.7,49.6,1.73,6.9,8,0,,OK
 TH-02072,2026-06-03,A,17.6,32.3,27.1,50.9,1.73,5.6,7,0,,OK
 TH-02081,2026-06-03,A,17.6,33.0,25.9,47.6,0.84,3.4,8,0,,ok
 TH-02103,2026-06-03,A,17.6,32.4,26.9,52.2,1.52,5.4,12,0,,OK
 TH-02139,2026-06-03,A,17.6,33.3,27.3,48.1,1.41,5.5,9,0,,ok
 TH-02149,2026-06-03,B,17.6,,,,8029.9,,4,0,6021,0
 TH-02155,2026-06-03,B,17.6,32.3,26.4,,4441.8,,10,0,,0
 TH-02257,2026-06-03,B,17.6,,,,21229.0,,4,0,6021,0
 TH-02259,2026-06-03,B,17.6,,,,12238.4,,9,0,3104,2
 TH-02262,2026-06-03,B,17.6,,,,9128.8,,6,0,6021,0
 TH-02302,2026-06-03,C,17.6,,,,1.54,,,0,,OK
 TH-02341,2026-06-03,C,17.6,,,,1.45,,,0,,
 TH-02355,2026-06-03,C,17.6,,,,0.83,,,0,,OK
TH-02001,2026-06-03,A,17.6,30.7,24.3,46.4,1.86,7.4,9,0,,OK
TH-02002,2026-06-03,A,17.6,30.6,25.3,47.7,1.54,6.6,4,0,,OK
TH-02004,2026-06-03,A,17.6,31.2,24.1,46.3,1.04,3.3,8,0,,OK
TH-02005,2026-06-03,A,17.6,31.8,25.1,46.2,1.17,4.9,14,0,,ok
TH-02006,2026-06-03,A,17.6,32.5,27.6,46.2,1.36,5.7,2,0,,OK
TH-02007,2026-06-03,A,17.6,31.2,24.2,49.3,1.44,5.1,12,0,,ok
TH-02008,2026-06-03,A,17.6,31.5,26.5,52.1,0.84,3.0,10,0,,OK
TH-02009,2026-06-03,A,17.6,32.0,26.3,51.8,1.07,4.6,7,0,,ok
TH-02012,2026-06-03,A,17.6,30.9,25.9,52.4,1.63,6.0,9,0,,OK
TH-02016,2026-06-03,A,17.6,31.9,26.9,47.5,0.82,3.0,14,0,,OK
TH-02017,2026-06-03,A,17.6,31.3,26.2,51.3,-2.05,7.4,9,0,,ok
TH-02019,2026-06-03,A,17.6,32.5,26.3,49.7,1.89,6.3,6,0,,ok
TH-02020,2026-06-03,A,17.6,30.6,26.1,52.6,1.15,4.0,9,0,,ok
TH-02021,2026-06-03,A,17.6,-999,24.5,47.2,1.48,4.7,11,0,,OK
TH-02023,2026-06-03,A,17.6,-999,25.1,49.5,1.22,5.1,8,0,,ok
TH-02028,2026-06-03,A,17.6,30.9,24.8,48.7,1.29,4.5,8,0,,OK
TH-02030,2026-06-03,A,17.6,31.1,25.9,46.9,1.7,6.6,4,0,,OK
TH-02031,2026-06-03,A,17.6,32.6,26.9,51.4,0.83,3.1,10,0,,ok
TH-02032,2026-06-03,A,17.6,31.3,24.9,49.3,1.35,4.7,8,0,,OK
TH-02034,2026-06-03,A,17.6,31.5,25.3,46.1,0.97,3.5,12,0,,ok
TH-02036,2026-06-03,A,17.6,31.6,25.1,49.0,1.55,5.0,6,0,,ok
TH-02037,2026-06-03,A,17.6,30.9,24.6,52.0,1.93,7.1,8,0,,OK
TH-02038,2026-06-03,A,17.6,32.1,25.2,50.5,1.61,6.3,5,0,,OK
TH-02040,2026-06-03,A,17.6,31.3,24.4,48.2,1.89,6.6,3,0,,OK
TH-02045,2026-06-03,A,17.6,32.9,26.3,50.6,1.81,6.2,8,0,,ok
TH-02046,2026-06-03,A,17.6,32.8,27.9,48.8,0.88,3.1,13,0,,ok
TH-02049,2026-06-03,A,17.6,32.0,27.5,52.7,1.73,6.8,7,0,,ok
TH-02051,2026-06-03,A,17.6,31.7,26.3,47.3,1.68,5.5,8,0,,OK
TH-02053,2026-06-03,A,17.6,32.7,27.7,50.5,1.39,4.6,7,0,,ok
TH-02054,2026-06-03,A,17.6,32.8,27.7,51.1,0.8,3.5,6,0,,OK
TH-02056,2026-06-03,A,17.6,33.4,26.5,47.0,1.33,5.2,11,0,,OK
TH-02061,2026-06-03,A,17.6,32.5,25.3,47.6,1.46,6.4,10,0,,ok
TH-02062,2026-06-03,A,17.6,32.5,25.1,46.6,0.84,3.2,9,0,,ok
TH-02063,2026-06-03,A,17.6,32.8,27.1,50.9,1.03,4.5,14,0,,ok
TH-02065,2026-06-03,A,17.6,31.9,26.7,47.8,0.75,3.3,8,0,,ok
TH-02068,2026-06-03,A,17.6,31.9,26.9,46.3,1.87,6.1,7,0,,OK
TH-02071,2026-06-03,A,17.6,32.4,27.8,50.0,1.85,7.3,13,0,,ok
TH-02073,2026-06-03,A,17.6,31.9,26.8,51.0,1.91,6.5,6,0,,OK
TH-02074,2026-06-03,A,17.6,31.0,25.9,49.9,1.37,5.5,7,0,,ok
TH-02075,2026-06-03,A,17.6,31.5,27.0,51.4,1.09,3.8,9,0,,ok
TH-02076,2026-06-03,A,17.6,31.9,27.3,52.4,0.87,3.2,4,0,,OK
TH-02077,2026-06-03,A,17.6,31.7,25.7,52.5,1.57,6.5,5,0,,ok
TH-02078,2026-06-03,A,17.6,32.6,26.3,46.8,2.05,7.1,3,0,,ok
TH-02080,2026-06-03,A,17.6,32.4,25.9,48.4,0.92,4.0,5,0,,OK
TH-02083,2026-06-03,A,17.6,31.6,26.6,48.5,1.57,6.8,5,0,,OK
TH-02084,2026-06-03,A,17.6,30.6,25.1,51.8,0.89,3.8,7,0,,ok
TH-02086,2026-06-03,A,17.6,33.0,26.8,49.1,1.38,6.0,11,0,,OK
TH-02087,2026-06-03,A,17.6,30.5,24.0,48.2,0.71,3.0,9,0,,ok
TH-02090,2026-06-03,A,17.6,31.4,25.2,51.6,0.8,3.5,5,0,,OK
TH-02091,2026-06-03,A,17.6,31.2,26.6,48.8,0.98,4.2,4,0,,ok
TH-02093,2026-06-03,A,17.6,33.2,26.4,47.8,1.51,5.0,9,0,,OK
TH-02094,2026-06-03,A,17.6,31.2,24.1,48.9,1.57,6.2,11,0,,ok
TH-02095,2026-06-03,A,17.6,30.7,23.2,50.0,2.08,6.5,7,0,,ok
TH-02097,2026-06-03,A,17.6,33.0,27.2,51.7,1.18,5.0,5,0,,OK
TH-02098,2026-06-03,A,17.6,-999,28.4,48.4,1.25,5.4,9,0,,OK
TH-02099,2026-06-03,A,17.6,31.2,24.6,51.1,1.16,5.0,8,0,,ok
TH-02101,2026-06-03,A,17.6,31.8,25.2,50.5,1.61,5.3,3,0,,ok
TH-02109,2026-06-03,A,17.6,31.6,24.3,46.3,1.12,3.6,6,0,,OK
TH-02112,2026-06-03,A,17.6,31.0,24.6,51.1,2.03,7.1,9,0,,OK
TH-02114,2026-06-03,A,17.6,30.9,23.5,52.9,1.4,4.5,8,0,,OK
TH-02118,2026-06-03,A,17.6,33.4,28.6,46.8,1.97,7.3,10,0,,ok
TH-02121,2026-06-03,A,17.6,32.7,26.5,47.1,2.14,7.0,5,0,,ok
TH-02122,2026-06-03,A,17.6,32.6,27.2,49.6,1.7,6.0,5,0,,OK
TH-02124,2026-06-03,A,17.6,30.9,24.1,51.4,0.95,3.8,5,0,,ok
TH-02125,2026-06-03,A,17.6,32.8,26.4,46.4,1.36,4.8,8,0,,OK
TH-02127,2026-06-03,A,17.6,32.7,26.4,47.3,1.48,5.0,7,0,,OK
TH-02129,2026-06-03,A,17.6,32.9,28.0,46.8,0.87,3.7,6,0,,ok
TH-02130,2026-06-03,A,17.6,32.0,25.2,49.1,1.93,6.1,12,0,,ok
TH-02132,2026-06-03,A,17.6,33.0,26.4,46.7,1.7,7.0,13,0,,OK
TH-02133,2026-06-03,A,17.6,32.4,26.0,50.0,0.84,3.0,11,0,,ok
TH-02134,2026-06-03,A,17.6,31.7,25.2,48.1,1.37,5.0,9,0,,OK
TH-02135,2026-06-03,A,17.6,31.9,25.5,52.3,1.29,4.4,12,0,,ok
TH-02137,2026-06-03,A,17.6,31.6,25.1,50.4,0.89,3.6,4,0,,ok
TH-02138,2026-06-03,A,17.6,32.9,27.2,51.6,1.24,5.3,11,0,,OK
TH-02140,2026-06-03,A,17.6,32.1,25.4,47.6,2.21,7.0,7,0,,OK
TH-02141,2026-06-03,B,17.6,,,,17121.7,,8,0,6021,0
TH-02143,2026-06-03,B,17.6,,,,17875.2,,9,0,,0
TH-02146,2026-06-03,B,17.6,,,,24458.9,,7,0,,0
TH-02153,2026-06-03,B,17.6,,,,18979.2,,8,0,7702,2
TH-02158,2026-06-03,B,17.6,,,,7022.5,,9,0,6021,0
TH-02160,2026-06-03,B,17.6,,,,14892.0,,7,0,6021,0
TH-02161,2026-06-03,B,17.6,,,,8242.8,,7,0,6021,0
TH-02162,2026-06-03,B,17.6,,,,14601.7,,10,0,6021,0
TH-02165,2026-06-03,B,17.6,,,,15063.8,,7,0,6021,0
TH-02168,2026-06-03,B,17.6,,,,13599.3,,10,0,6021,0
TH-02169,2026-06-03,B,17.6,,,,18419.3,,10,0,6021,0
TH-02170,2026-06-03,B,17.6,,,,11403.1,,7,0,6021,0
TH-02171,2026-06-03,B,17.6,,,,14024.5,,7,0,3104,2
TH-02173,2026-06-03,B,17.6,,,,6908.0,,11,0,6021,0
TH-02175,2026-06-03,B,17.6,,,,12008.5,,8,0,,0
TH-02176,2026-06-03,B,17.6,,,,5370.5,,3,0,,0
TH-02177,2026-06-03,B,17.6,32.3,27.1,,12900.5,,6,0,,0
TH-02178,2026-06-03,B,17.6,,,,19451.0,,5,0,,0
TH-02180,2026-06-03,B,17.6,,,,11560.3,,9,0,6021,0
TH-02181,2026-06-03,B,17.6,,,,18700.6,,12,0,,0
TH-02184,2026-06-03,B,17.6,31.3,25.1,,20242.0,,9,0,,0
TH-02185,2026-06-03,B,17.6,,,,25177.3,,15,0,6021,0
TH-02187,2026-06-03,B,17.6,,,,13566.4,,10,0,6021,0
TH-02188,2026-06-03,B,17.6,33.5,27.0,,24438.3,,10,0,6021,0
TH-02189,2026-06-03,B,17.6,,,,19312.3,,8,0,6021,0
TH-02190,2026-06-03,B,17.6,,,,24626.6,,8,0,,0
TH-02192,2026-06-03,B,17.6,,,,23330.2,,13,0,,0
TH-02194,2026-06-03,B,17.6,,,,18964.3,,11,0,6021,0
TH-02195,2026-06-03,B,17.6,,,,14785.8,,12,0,,0
TH-02196,2026-06-03,B,17.6,,,,25171.8,,14,0,,0
TH-02202,2026-06-03,B,17.6,,,,13773.2,,5,0,,0
TH-02204,2026-06-03,B,17.6,,,,5132.7,,5,0,,0
TH-02206,2026-06-03,B,17.6,31.1,25.5,,17348.0,,11,0,,0
TH-02213,2026-06-03,B,17.6,,,,9275.5,,13,0,,0
TH-02214,2026-06-03,B,17.6,,,,9079.5,,10,0,6021,0
TH-02215,2026-06-03,B,17.6,,,,18203.1,,9,0,,0
TH-02216,2026-06-03,B,17.6,,,,17115.8,,4,0,6021,0
TH-02221,2026-06-03,B,17.6,,,,16148.7,,8,0,6021,0
TH-02223,2026-06-03,B,17.6,,,,22186.8,,3,0,,0
TH-02224,2026-06-03,B,17.6,,,,8708.8,,12,0,6021,0
TH-02226,2026-06-03,B,17.6,,,,9693.4,,6,0,6021,0
TH-02228,2026-06-03,B,17.6,,,,23892.2,,11,0,,0
TH-02230,2026-06-03,B,17.6,,,,25574.6,,13,0,6021,0
TH-02231,2026-06-03,B,17.6,,,,7530.3,,2,0,,0
TH-02234,2026-06-03,B,17.6,,,,13239.7,,10,0,,0
TH-02235,2026-06-03,B,17.6,,,,22630.6,,10,0,,0
TH-02236,2026-06-03,B,17.6,,,,4188.6,,10,0,,0
TH-02238,2026-06-03,B,17.6,,,,7724.6,,12,0,,0
TH-02239,2026-06-03,B,17.6,,,,17160.0,,10,0,,0
TH-02242,2026-06-03,B,17.6,,,,14292.0,,13,0,,0
TH-02243,2026-06-03,B,17.6,,,,11633.3,,11,0,,0
TH-02244,2026-06-03,B,17.6,30.6,24.0,,16822.8,,9,0,6021,0
TH-02246,2026-06-03,B,17.6,,,,15906.0,,4,0,,0
TH-02247,2026-06-03,B,17.6,,,,5429.3,,4,0,6021,0
TH-02248,2026-06-03,B,17.6,,,,23234.1,,9,0,,0
TH-02251,2026-06-03,B,17.6,,,,24402.7,,15,0,6021,0
TH-02255,2026-06-03,B,17.6,,,,12878.3,,9,0,,0
TH-02256,2026-06-03,B,17.6,,,,7800.6,,8,0,,0
TH-02260,2026-06-03,B,17.6,,,,7284.6,,11,0,6021,0
TH-02265,2026-06-03,B,17.6,,,,22538.0,,10,0,,0
TH-02266,2026-06-03,B,17.6,,,,16060.6,,9,0,,0
TH-02269,2026-06-03,B,17.6,,,,12347.6,,11,0,6021,0
TH-02273,2026-06-03,B,17.6,,,,19757.6,,9,0,6021,0
TH-02275,2026-06-03,B,17.6,,,,12292.5,,9,0,,0
TH-02277,2026-06-03,B,17.6,,,,17830.4,,11,0,,0
TH-02278,2026-06-03,B,17.6,,,,14771.6,,10,0,6021,0
TH-02279,2026-06-03,B,17.6,,,,21037.8,,6,0,6021,0
TH-02280,2026-06-03,B,17.6,,,,17666.1,,12,0,6021,0
TH-02281,2026-06-03,B,17.6,,,,4209.8,,10,0,,0
TH-02283,2026-06-03,B,17.6,,,,21297.9,,10,0,,0
